titleid,rating,rate_number
tt4701660,6.2,7571
tt4701724,6.1,16804
tt4703048,6.2,15132
tt4706130,9.1,3100
tt4706148,9.6,3932
tt4706152,9.4,3138
tt4706164,8.8,3100
tt4706888,4.5,3505
tt4714568,7.1,9072
tt4714782,6.1,32094
tt4719614,9.3,13514
tt4719620,8.2,11289
tt4719650,7.3,8449
tt4719674,7.7,7919
tt4720702,5.2,8044
tt4721124,6.8,9052
tt4721400,6.6,3098
tt4726636,6,3754
tt4727512,7.5,10195
tt4728338,5.8,16802
tt4728386,5.8,6583
tt4728568,7.4,3314
tt4730002,8.3,7306
tt4730012,8.6,6419
tt4730014,9.2,7521
tt4730018,8.6,6073
tt4730026,9.5,9176
tt4730986,7.4,7248
tt4731008,5.3,5210
tt4731072,8.3,4068
tt4731136,6.4,73244
tt4731148,5.5,8069
tt4731490,8.5,4269
tt4731492,8.7,4666
tt4731494,8.9,5007
tt4731496,8.3,4098
tt4731498,8.4,4313
tt4731502,6,11299
tt4733536,4.9,3689
tt4733640,6.3,15394
tt4738174,6.6,3371
tt4738360,6.1,5912
tt4741306,8.7,9220
tt4741672,8,3477
tt4742110,9.3,4064
tt4742876,9.2,45889
tt4744086,5.8,4845
tt4758646,6,36505
tt4761916,5.9,16116
tt4762824,5.5,3029
tt4765240,5.6,3849
tt4765284,5.8,48007
tt4765782,8,3190
tt4766572,8.2,4312
tt4768764,7,4318
tt4768776,7.2,3023
tt4769824,7.8,6684
tt4769836,5.7,35010
tt4771896,6.8,8341
tt4771932,7.2,3619
tt4775018,7.6,3093
tt4776068,8.4,8695
tt4776070,8.2,7442
tt4776072,9,9580
tt4776078,8.7,8798
tt4776082,8.1,7578
tt4776088,8,7576
tt4776998,5.9,165110
tt4777008,7,13499
tt4778988,6.5,4769
tt4779682,5.7,125503
tt4781612,6.5,37928
tt4785472,7,3889
tt4786282,6.3,104312
tt4786824,8.7,88610
tt4787004,5.9,3935
tt4787052,7.1,5082
tt4788722,6,3578
tt4789300,7.4,3012
tt4789576,7.3,7783
tt4790268,6.4,4907
tt4792480,7.7,3848
tt4795124,5.9,12227
tt4795546,6.5,3622
tt4798814,6.7,3927
tt4799050,5.2,41514
tt4799064,6.3,9503
tt4799066,6.6,18059
tt4799588,9.3,7360
tt4799894,6.2,8342
tt4799896,6.4,7743
tt4799898,6.5,7370
tt4799900,6.8,6187
tt4799902,7.1,7811
tt4799908,7.1,5855
tt4800878,7.2,5047
tt4805316,6.1,11948
tt4806004,8.4,3904
tt4806232,8,3077
tt4807334,8.2,3345
tt4807408,7,4435
tt4807830,6.8,5566
tt4809458,6.7,5437
tt4814290,7.2,10417
tt4814760,5.6,5694
tt4815122,6.5,10476
tt4816058,8.3,3940
tt4816626,7.5,7000
tt4817386,8.3,3653
tt4817432,8.8,6427
tt4817660,8.3,3065
tt4817664,8.9,3203
tt4817670,9.4,3876
tt4818206,8.8,4142
tt4820370,7.2,7719
tt4824302,5.7,29741
tt4824308,4.3,10599
tt4827558,5.9,17155
tt4827986,6.3,5184
tt4830786,7.2,3316
tt4832254,8.9,7660
tt4832260,8.6,7422
tt4832262,9.6,11027
tt4832266,8.3,7329
tt4832268,9.3,8721
tt4832272,8.5,6734
tt4832274,7.7,7083
tt4832276,8.6,6983
tt4832278,9.4,8880
tt4832640,7,34260
tt4833824,8.1,7758
tt4834206,7.8,48514
tt4834232,9.4,6346
tt4836846,7.5,3814
tt4838244,9.5,6524
tt4839610,8,9356
tt4840206,7.4,3030
tt4842646,6.1,3791
tt4844106,7,4584
tt4846212,8.1,3068
tt4846232,7.3,57077
tt4846318,7.2,5900
tt4846340,7.8,177078
tt4848704,8.3,3648
tt4849438,8.2,67881
tt4851630,8.3,4947
tt4853102,6.4,44673
tt4854000,8.3,3005
tt4855114,8.2,8809
tt4855748,5.3,6210
tt4857182,9.1,4827
tt4857264,8.1,92471
tt4859064,8.9,4094
tt4859168,7,5846
tt4859298,8,3014
tt4859300,9,4107
tt4859302,8.9,3540
tt4859306,8.6,3735
tt4859308,8.2,3588
tt4862544,6.1,3613
tt4862546,6.7,3107
tt4862550,6.6,3328
tt4862552,7.1,4196
tt4862554,5.5,4924
tt4864932,5.2,6059
tt4869896,7.8,3867
tt4870838,6.8,17611
tt4871980,4.9,3132
tt4872078,6,5341
tt4874206,6.9,4095
tt4874696,7.6,3981
tt4876864,6.6,3763
tt4877736,8.1,9391
tt4878326,7.4,15320
tt4878482,6.6,22732
tt4878612,7.2,3090
tt4881364,5.9,4288
tt4881806,6.2,231755
tt4882376,7.2,11387
tt4888834,8,4223
tt4897130,7.4,3236
tt4897822,7.5,21991
tt4898282,7.3,5115
tt4899370,7.1,19678
tt4899778,8.9,3977
tt4900708,6.3,3484
tt4900716,7.7,20538
tt4901088,8.3,4896
tt4901306,7.8,48016
tt4902716,5,3554
tt4903242,7.7,5376
tt4906960,4.9,3910
tt4906984,5.8,4879
tt4908644,8.4,11049
tt4909752,5.7,3389
tt4911940,7,7258
tt4911996,6.4,3677
tt4912910,7.8,250225
tt4913966,5.4,25395
tt4914580,7.1,6894
tt4919484,6.7,6275
tt4921860,6.8,8386
tt4922692,6.5,4989
tt4922804,7.4,18179
tt4924942,6.3,6558
tt4925000,8.4,5591
tt4925292,7.4,187765
tt4928274,8.6,3326
tt4928276,8.6,3219
tt4928280,8.7,3054
tt4928620,8.4,3348
tt4932154,7.2,3853
tt4932378,8.8,6941
tt4934950,8.2,26486
tt4935158,6.1,4446
tt4935334,5.9,14820
tt4935372,6.4,14934
tt4935418,5.8,7750
tt4935616,9.5,8265
tt4936176,5.7,6229
tt4936450,7.3,10742
tt4937942,7.6,4280
tt4938084,7.2,3167
tt4938410,9.8,7707
tt4939064,7.5,10937
tt4939066,6.1,4045
tt4940370,6.3,4398
tt4941240,6.6,3560
tt4941804,7.5,5150
tt4943322,6.6,23055
tt4943998,7.5,13268
tt4944596,7.2,7640
tt4947664,9.5,7847
tt4950308,8.4,5851
tt4950310,8.7,5451
tt4950312,8.7,5550
tt4950314,9.5,6867
tt4950318,9.1,5587
tt4950320,9,5527
tt4950322,8.8,5350
tt4950324,9.3,6976
tt4950326,9.1,5750
tt4951982,6.5,10297
tt4952842,8.6,3990
tt4952846,8.2,3627
tt4952848,8.3,4534
tt4952850,8.8,3579
tt4952852,8.3,4057
tt4952854,8.4,3337
tt4952856,9.1,4231
tt4952858,8.9,3911
tt4952862,8.5,3280
tt4952864,9.1,3681
tt4952866,8.8,3337
tt4952868,9.3,4074
tt4953128,7.2,3085
tt4954522,7,52074
tt4955480,7,4222
tt4955566,5.9,3047
tt4955642,8.1,71158
tt4958448,7,3674
tt4959736,8.5,3484
tt4959740,8.3,3294
tt4959742,8.8,3476
tt4961380,5,7810
tt4964310,7.4,4731
tt4964788,7,22023
tt4966532,6.2,3783
tt4967094,7.4,4032
tt4969044,7.1,4931
tt4971144,7.3,3198
tt4971344,7,39176
tt4971408,4.7,5614
tt4972062,6.7,15668
tt4972582,7.3,378092
tt4973548,7.2,9533
tt4974684,6.9,6688
tt4974778,5.2,3613
tt4975280,7,4798
tt4975722,7.4,237136
tt4975856,7.8,16239
tt4975920,5.9,3949
tt4976192,4.4,5805
tt4976512,7.4,4843
tt4977530,6.7,5972
tt4978274,6.1,3183
tt4978710,6.3,4932
tt4981636,6.1,6757
tt4981966,7.8,15089
tt4986098,4.8,24964
tt4986134,6.6,6824
tt4987556,8.4,14330
tt4991384,8.6,4958
tt4991512,6.5,3648
tt4995776,6.5,15490
tt4995790,7.2,46261
tt4995876,9.6,5039
tt4998212,7.6,28603
tt4998350,8.1,19679
tt5001718,6.4,28616
tt5001754,6.1,24296
tt5003034,9.2,5472
tt5005684,8.4,4518
tt5011816,8.2,25367
tt5011946,8.5,3524
tt5012394,7.1,7560
tt5013056,7.9,484894
tt5014882,8.1,5621
tt5016504,8,61566
tt5016946,7.1,8516
tt5017060,7.1,5661
tt5017734,8.2,4298
tt5017936,6,4443
tt5017986,8.2,3290
tt5022702,6.6,84606
tt5023260,6.6,6586
tt5024912,7.8,9482
tt5027774,8.2,364779
tt5028002,8,10450
tt5028206,9.4,5267
tt5028340,6.8,62364
tt5029608,7.5,11130
tt5031232,8.8,4390
tt5031234,6.7,3444
tt5033248,9.1,4247
tt5033790,6.6,3321
tt5034266,6.9,9118
tt5034326,8.1,5633
tt5034474,4.6,5946
tt5037914,7.5,5315
tt5039054,8,3585
tt5039088,6,3047
tt5039994,5.7,5699
tt5046444,8.5,3653
tt5046534,7.8,3884
tt5051372,8.2,3371
tt5052448,7.7,425619
tt5052460,6.6,8380
tt5052474,7.1,104089
tt5056196,7.8,10201
tt5056836,9.3,3175
tt5057054,8.2,56546
tt5057130,7.9,12246
tt5057140,5.6,28498
tt5058402,9.1,4268
tt5058700,8.7,32401
tt5059406,4.5,10520
tt5059782,5.7,3281
tt5062946,8,3129
tt5065822,6.4,13391
tt5066556,7.3,3870
tt5066574,7.5,4837
tt5068324,8.2,4177
tt5069564,7.9,5225
tt5071412,8.3,115520
tt5071886,6.2,10643
tt5073498,7.3,5735
tt5073620,5.5,8262
tt5074352,8.4,130642
tt5075474,7.5,3373
tt5075662,6.1,6554
tt5076214,6.8,7777
tt5078204,7.4,18913
tt5079788,7,3654
tt5080556,6.4,18910
tt5082014,7.9,5704
tt5083702,7.7,6107
tt5083738,7.6,134038
tt5083928,6.3,6019
tt5084170,6.8,12806
tt5085924,5.5,9777
tt5087554,7.8,3628
tt5089420,9,4318
tt5089786,7.5,4049
tt5091530,6.1,5370
tt5091548,7,15836
tt5091612,7.3,3727
tt5092380,5.9,4081
tt5093026,7.1,38251
tt5095030,7.1,264264
tt5095274,9.1,3150
tt5095730,9.4,3719
tt5095748,9.5,5470
tt5097050,7.7,5843
tt5098128,7.6,8239
tt5099020,8.9,6079
tt5104604,7.9,116261
tt5109784,6.6,166586
tt5111874,6.7,11112
tt5112578,6.6,15118
tt5113040,6.5,28330
tt5114356,8.3,76143
tt5114588,6.5,7763
tt5116410,8,6714
tt5117428,7.3,4177
tt5117670,6.5,29510
tt5117876,6.5,6357
tt5119116,5.8,6000
tt5120640,7.2,3769
tt5121000,7.8,4847
tt5121816,6.3,18177
tt5126922,6.8,7585
tt5128328,7.3,3069
tt5129682,5.6,7269
tt5129818,7.4,3989
tt5133308,7.1,9644
tt5133572,7,3142
tt5133998,7.1,6042
tt5134180,9.2,3159
tt5137338,8.2,19426
tt5140878,6.5,99021
tt5143226,5.6,11049
tt5143516,9.1,3822
tt5145742,8,5112
tt5147214,6.3,11114
tt5149528,7,4947
tt5151716,6.7,3257
tt5151816,7.6,3315
tt5153236,6,3471
tt5153288,6.2,3562
tt5154288,5.9,5786
tt5154896,6.5,3173
tt5155780,6.3,25633
tt5156746,6.2,4325
tt5157456,4.5,3750
tt5157682,6.9,3545
tt5158314,9.3,8062
tt5159414,4.2,6802
tt5159916,7.3,6019
tt5160928,6.3,3595
tt5160938,5.8,4825
tt5163494,7.4,3902
tt5164184,5.8,10399
tt5164196,7.9,33158
tt5164214,6.2,154905
tt5164432,7.6,86074
tt5164772,9.1,34498
tt5165344,7.1,20700
tt5167198,9.3,3257
tt5168192,7.9,45801
tt5171438,7.4,74007
tt5173032,6.1,6266
tt5174246,8.3,6477
tt5174248,8,5379
tt5174250,7.9,5054
tt5174252,8.1,4865
tt5174254,8.2,4820
tt5174260,8,4635
tt5174262,8.4,4729
tt5174264,8.1,4560
tt5174266,8.7,4688
tt5174270,8.6,4695
tt5174272,9.1,6236
tt5174274,9,5432
tt5174280,9.2,7180
tt5174766,7,6375
tt5175450,6.4,10069
tt5176252,6.3,3136
tt5177088,6.1,32976
tt5178278,6.2,5403
tt5179408,7.1,7487
tt5179598,5.6,8554
tt5181372,9.7,3174
tt5181852,4.6,3210
tt5186714,7.8,43422
tt5189670,8.6,79230
tt5189894,6,3962
tt5191110,7.6,6325
tt5192124,8.4,6999
tt5193132,9.5,3624
tt5193358,7.7,3306
tt5193784,6,3246
tt5194600,7.8,3985
tt5194792,6.7,4233
tt5195412,6.3,13772
tt5197544,5.3,5592
tt5197820,6.2,14740
tt5197860,8.1,6211
tt5207158,8.3,7402
tt5207204,6.8,4037
tt5207722,7.2,10978
tt5207726,7.6,9510
tt5207730,7.6,9221
tt5207732,6.8,8601
tt5207734,5.6,11312
tt5207738,8,8560
tt5207740,8.7,10127
tt5207746,8.1,7768
tt5207750,7.3,7115
tt5207754,7.3,7085
tt5207756,7,7271
tt5207758,7.6,7089
tt5207764,6.6,6879
tt5207766,7.6,6403
tt5207772,7.6,11613
tt5208216,6.2,8464
tt5208252,6.5,23620
tt5208950,5,3733
tt5210998,6.2,4078
tt5212822,7.8,8645
tt5213534,7.9,8923
tt5215088,6,8404
tt5215742,8.8,4374
tt5215750,9,4095
tt5215758,9.1,5487
tt5215952,7.4,38092
tt5218228,9.6,14250
tt5218256,8.2,7704
tt5218268,9.3,11518
tt5218288,8.2,7293
tt5218310,8.6,6875
tt5218318,9,7399
tt5218332,9.8,20992
tt5218334,7.8,3289
tt5218350,8.9,6816
tt5218358,7.7,3138
tt5218370,8,5655
tt5218386,8.2,5679
tt5218434,9.5,5073
tt5218488,9.5,3449
tt5220026,9.4,15126
tt5220122,6.3,46278
tt5221584,7.5,15812
tt5221894,7.8,5296
tt5222724,7.2,3057
tt5222918,7.2,9415
tt5223488,8.6,5416
tt5225338,6.2,9956
tt5226984,6.8,4640
tt5227746,6.3,5274
tt5229228,7.5,9588
tt5229638,9.7,24646
tt5232792,7.2,52915
tt5235348,7.8,7793
tt5238952,8.7,3574
tt5241578,5.2,3598
tt5242220,7.9,3561
tt5242868,7.1,5515
tt5246700,5,38202
tt5247022,7.4,57971
tt5247704,6.9,3381
tt5249462,8.5,18706
tt5251328,7.3,3248
tt5251466,8.6,3326
tt5251470,9.5,6045
tt5253282,6.8,3120
tt5253294,5.8,3907
tt5254610,5.7,7551
tt5254868,5.5,8313
tt5255710,7.3,8471
tt5257744,6.7,3976
tt5258850,7.5,6379
tt5262534,9,3223
tt5265960,6.1,3845
tt5267472,5.4,3514
tt5269594,7.4,16619
tt5270948,6.5,10185
tt5271442,8.4,3535
tt5271822,9.5,3553
tt5273758,8.2,3710
tt5273760,8.1,3941
tt5273762,8.4,3371
tt5273764,8.8,3281
tt5273770,8.5,3103
tt5273772,9.1,3945
tt5273774,8.5,3204
tt5273778,9,3308
tt5273780,8.7,3592
tt5275828,7,11020
tt5275892,8.9,15448
tt5278460,7.2,4773
tt5278464,7.1,4204
tt5278506,7.6,14386
tt5278596,7.6,9185
tt5278832,6.3,5383
tt5286444,7.7,18987
tt5287168,7.3,4920
tt5288312,8.7,24414
tt5289986,7.5,5108
tt5290382,8.6,160675
tt5290524,6.6,8357
tt5294198,5.8,4513
tt5294518,5.8,9807
tt5294550,6.8,63301
tt5294966,7.4,7689
tt5295524,7.7,7320
tt5296406,7.6,65981
tt5297256,6.9,6457
tt5301662,7.2,15590
tt5304464,6.7,10832
tt5304992,6.5,34685
tt5308322,6.5,96260
tt5310090,7.6,10482
tt5311514,8.4,146576
tt5311542,7.7,8480
tt5311546,9.1,4420
tt5312232,8.3,10077
tt5316540,5.6,16877
tt5320412,8.6,3234
tt5322012,5,15726
tt5323640,6.3,4833
tt5323662,8.2,29811
tt5323988,5.9,5376
tt5325452,4.6,7107
tt5328350,6.3,3432
tt5329376,6.2,5409
tt5332732,8.2,4749
tt5334704,7.8,6900
tt5336698,7.1,3038
tt5338010,9.3,3427
tt5338040,9.5,4042
tt5338044,9.5,5074
tt5339418,5.9,8107
tt5339440,8.2,10468
tt5340300,7.2,9271
tt5342606,8.4,4461
tt5344704,8.5,4291
tt5344766,8.5,3960
tt5344796,9,4069
tt5345490,6.2,9349
tt5345894,9.1,4677
tt5347278,9.3,5141
tt5347318,8.7,3512
tt5347322,8.7,3367
tt5347330,9.3,4414
tt5348176,8.3,30309
tt5351458,5.8,4030
tt5351818,6,3169
tt5352846,5.3,5421
tt5354160,9.2,18741
tt5360952,5.1,16410
tt5360996,5.8,6515
tt5362352,7.2,4349
tt5362988,7.7,177510
tt5363766,6.7,3031
tt5363918,7.2,34208
tt5368542,8.1,22820
tt5369352,7.7,4419
tt5370118,7.8,3484
tt5371168,6.9,4716
tt5390066,5.3,3279
tt5390504,7.3,42238
tt5396394,7.3,6244
tt5396572,7.2,6744
tt5397194,6.1,31244
tt5420376,7.2,95915
tt5420886,5.8,5006
tt5421602,8.5,16635
tt5425186,8.6,13464
tt5427194,6.5,3665
tt5431082,6.7,4810
tt5433114,7.7,3278
tt5434870,6.3,3187
tt5435008,7.8,25231
tt5436228,6.6,4331
tt5437928,6.7,14538
tt5439796,7,110415
tt5440700,7.1,11618
tt5442430,6.6,188255
tt5442456,5.7,10808
tt5446858,7.8,8116
tt5451118,7.6,3244
tt5451244,6.5,3480
tt5452780,5.3,9304
tt5456120,5.9,3561
tt5457772,6.4,3421
tt5458088,8.1,3053
tt5460226,7.5,3952
tt5460276,7.1,22654
tt5460530,5.2,6042
tt5460658,8.3,7078
tt5460880,6.5,6722
tt5461944,7.6,33521
tt5461956,5.1,5093
tt5462326,5.5,17073
tt5462602,7.6,107958
tt5462720,5.6,7944
tt5463162,7.7,421219
tt5464086,7.4,11393
tt5464234,4.8,6449
tt5465370,5.9,3522
tt5466186,5.8,11261
tt5467814,6,6418
tt5472374,5.8,3236
tt5472758,6.4,4627
tt5474036,6.9,5707
tt5474042,4.3,5562
tt5476182,4.3,4128
tt5477566,5.8,5576
tt5477608,6.6,4449
tt5478478,7.2,57340
tt5478730,6.1,3371
tt5483578,8.3,3126
tt5491994,9.5,80611
tt5493944,4.2,6849
tt5497534,7.7,8189
tt5497778,8.3,43699
tt5500148,6.2,3902
tt5500158,7.4,5188
tt5500906,7.2,4447
tt5501104,7,15701
tt5502766,6.1,3175
tt5503686,6.6,17117
tt5503688,5.7,5230
tt5503718,6.9,12272
tt5504168,8.3,3772
tt5509372,7.1,6075
tt5510934,9,3136
tt5511512,8,4925
tt5511582,7.7,32033
tt5512872,5.7,3276
tt5516154,8.3,41247
tt5516328,6.4,25638
tt5517438,6.8,3623
tt5519340,6.4,153102
tt5519574,6.6,4040
tt5520392,7.3,3067
tt5523010,5.5,22210
tt5531466,8.2,4419
tt5531470,7.5,11829
tt5534132,7.9,5503
tt5534434,5.5,3753
tt5534436,8,3124
tt5536400,6.9,6452
tt5536610,7.3,11417
tt5536736,6.9,31767
tt5537140,5.1,4422
tt5537228,6.5,3571
tt5537374,8.6,6416
tt5537534,7.7,4357
tt5538198,8.5,3253
tt5538800,6.6,4656
tt5539052,5.9,7577
tt5539054,4.6,10087
tt5540054,7.4,13324
tt5540188,6.7,6099
tt5540390,8.4,3339
tt5540400,8.5,4696
tt5540928,7.8,3183
tt5540992,6.1,4045
tt5541240,6.8,34586
tt5541338,7.3,9801
tt5541848,7.5,23984
tt5542294,6.9,5448
tt5544384,7.4,4937
tt5547512,9.5,4857
tt5547960,9.6,3504
tt5548032,7.4,3050
tt5554490,8.2,4793
tt5555260,8.7,81665
tt5555502,7,6414
tt5556656,7.2,3290
tt5562056,6.8,9924
tt5562080,8.4,4357
tt5562088,8.3,3592
tt5562652,5,3786
tt5563330,6.7,3810
tt5564478,8.8,3732
tt5565334,6.8,15751
tt5565350,7.4,4116
tt5566790,6.8,11384
tt5570804,9.2,4868
tt5570894,8.2,3175
tt5571734,8.2,33741
tt5574490,8.2,20098
tt5577024,8.8,3102
tt5577742,5.1,5552
tt5579594,9,4775
tt5580036,7.5,150307
tt5580146,7.8,54343
tt5580266,7.4,22032
tt5580390,7.3,324415
tt5580536,4,3658
tt5580540,7.8,49882
tt5580664,8.2,6823
tt5583512,7.7,4924
tt5584120,8.5,3469
tt5584124,7.8,3049
tt5584130,8.6,3069
tt5584132,8.8,3250
tt5584134,9.2,4223
tt5584138,7.8,3916
tt5584154,9.1,4016
tt5584158,9.3,3332
tt5584166,9.7,6561
tt5586362,5.6,3317
tt5591666,5.7,7089
tt5592146,7.6,6424
tt5592230,7.1,5510
tt5592248,6.3,45269
tt5592878,6.4,6959
tt5595168,6.8,18811
tt5595688,7.2,4457
tt5598102,7.9,8883
tt5598216,7.3,4127
tt5598292,5.1,5307
tt5599692,7.5,4328
tt5600714,8,3723
tt5605076,5.9,3618
tt5606154,8.6,3256
tt5607028,5.3,17793
tt5607096,6.6,14021
tt5607512,9.3,3568
tt5607616,8,6241
tt5607714,7.6,19905
tt5610554,7,44369
tt5612280,8.1,3038
tt5612742,4.2,3939
tt5612866,7.2,4223
tt5613056,8.4,22736
tt5613484,7.4,31261
tt5613834,6.3,4387
tt5614612,6.2,4349
tt5614844,6.8,14465
tt5615568,8.6,3200
tt5615700,7,9322
tt5616294,5.6,7390
tt5617916,5.2,3104
tt5618256,8.1,39882
tt5619332,5.6,27807
tt5619658,8.2,3357
tt5620076,7.7,8266
tt5622412,4.6,3329
tt5625510,9.5,3091
tt5626028,8.5,20280
tt5628302,6.8,8007
tt5635086,7.7,19255
tt5638056,7.8,12386
tt5638642,6.3,60917
tt5639354,7.2,19250
tt5639446,5.9,4430
tt5639976,5.4,19390
tt5640060,6.8,3157
tt5640450,6.4,30269
tt5640558,7.3,4767
tt5646136,5.3,6418
tt5649108,6.7,27279
tt5649144,7.6,76157
tt5651844,8.1,38442
tt5653294,6.8,4192
tt5653514,6.5,4229
tt5654088,8.6,45470
tt5655056,8.1,4520
tt5655178,8.9,39126
tt5655222,6.5,7099
tt5657028,6.5,6184
tt5657846,6,51976
tt5657856,7.1,49388
tt5662932,7.3,11168
tt5664636,5.6,13726
tt5664952,7.5,5135
tt5666304,5.8,16533
tt5667286,9.8,4150
tt5668410,8.9,3052
tt5668430,6,7009
tt5668438,9,3519
tt5668442,9.1,3680
tt5668570,8.9,3038
tt5668572,9.3,3714
tt5668580,9.2,3130
tt5668586,9.5,4239
tt5669272,6.9,6079
tt5669936,4.5,6412
tt5670152,6,17115
tt5670764,7.2,4067
tt5673782,8.4,14628
tt5674718,7.8,8687
tt5675620,8.6,158025
tt5687334,6.6,3776
tt5687612,8.7,42089
tt5688932,6.9,47064
tt5688996,6.3,12180
tt5689068,4.7,9475
tt5690142,7.3,7325
tt5690490,8.6,6474
tt5690496,8.3,5505
tt5690500,8.5,5272
tt5690506,8.4,4969
tt5690514,8.7,4962
tt5690526,8.3,4741
tt5690528,8.7,4747
tt5690534,8.9,4830
tt5690538,9,4897
tt5690544,9.2,5609
tt5690548,9.3,5913
tt5690552,9.5,7400
tt5690560,9.2,5968
tt5690810,6.9,4149
tt5691552,8,51699
tt5691670,6.5,22901
tt5692390,5.8,3204
tt5697728,8.7,3472
tt5699154,6.8,7711
tt5699790,9.3,3198
tt5700224,7.7,10197
tt5700672,7.5,116427
tt5702630,8.3,4270
tt5705956,7.6,7087
tt5706996,7,13733
tt5707802,6.3,19801
tt5709188,5.2,7948
tt5709230,8.5,37517
tt5709234,7.6,28332
tt5709236,8.5,32123
tt5709242,8.1,36644
tt5709250,7.3,32861
tt5710514,6.9,40331
tt5710974,8.3,41786
tt5710976,7.3,30662
tt5710978,8.8,40999
tt5710984,6.7,28744
tt5711148,6.7,7183
tt5711280,7.3,10949
tt5712554,8.7,56268
tt5713232,7.5,11372
tt5714376,8.6,3321
tt5714386,8.7,3189
tt5714396,9.4,4281
tt5714398,8.6,3026
tt5714400,9.2,3639
tt5714402,8.7,3133
tt5714404,8.8,3105
tt5714406,8.6,3064
tt5714408,9.5,5162
tt5715192,9,4727
tt5715410,6.1,4433
tt5715524,7.5,9052
tt5715874,7,96981
tt5716464,7.1,16021
tt5717492,5.8,5819
tt5719532,8.6,4080
tt5719534,9,4480
tt5719536,9.7,9283
tt5719540,8.7,4027
tt5719542,8.4,3786
tt5719544,8.9,3950
tt5719546,8.7,3712
tt5719700,5.8,24155
tt5719748,6.2,40293
tt5721088,4.4,5143
tt5722190,8.1,3461
tt5722214,7.3,4343
tt5723272,7.1,23672
tt5723286,6.4,14807
tt5723416,4.8,4858
tt5726086,5.7,45189
tt5726616,7.9,164694
tt5727282,7,22362
tt5728684,7.3,3066
tt5729348,7.1,4144
tt5734500,9.3,4632
tt5734576,5.2,14446
tt5735280,5.5,3930
tt5737862,6.4,3660
tt5740866,7.2,5246
tt5742374,6.8,79040
tt5743796,8.3,8312
tt5751998,6.6,8700
tt5753856,8.7,147033
tt5754602,8.2,4095
tt5755998,9.5,5975
tt5756000,8.7,3748
tt5758778,5.8,88107
tt5760298,8.6,4832
tt5761478,7.7,5331
tt5761496,8.1,3999
tt5764024,5.1,3342
tt5764096,7.8,18216
tt5766194,8.1,3099
tt5768632,7.6,3862
tt5770168,8.5,3793
tt5770786,8,34874
tt5770788,6.8,4535
tt5770864,5.3,6803
tt5773550,7.5,3791
tt5774450,6.7,25697
tt5775840,9.2,40810
tt5775846,9.8,77736
tt5775854,8.8,38898
tt5775864,9.1,56908
tt5775874,9.5,56383
tt5776208,6.3,9327
tt5776858,7.5,90664
tt5777628,8.3,3880
tt5779540,5.1,3508
tt5783956,6.4,36498
tt5785170,7.2,15663
tt5788792,8.8,50499
tt5789976,5.5,8883
tt5795086,5.4,3815
tt5797194,8.2,4127
tt5797772,4.9,4105
tt5804038,7.8,14485
tt5805752,7.3,14117
tt5807512,7.8,3566
tt5807780,9.3,8495
tt5808778,6.3,3190
tt5809020,5.2,3332
tt5813366,5.2,6847
tt5813916,9,101654
tt5814060,5.3,100420
tt5814592,6.6,14548
tt5816374,6.6,4722
tt5816682,6.8,27076
tt5822564,5.1,4181
tt5824790,8.3,3666
tt5824794,8.2,3612
tt5824826,8.3,4421
tt5825380,6.2,21074
tt5827228,6.9,12541
tt5829040,5.2,4117
tt5830254,7.4,3624
tt5831628,8.6,3456
tt5831630,9,3924
tt5834204,8.5,139796
tt5834256,7.1,3393
tt5834262,6.1,34712
tt5834760,6.2,12792
tt5835712,7.4,5522
tt5835714,7.7,5096
tt5838588,9.6,11882
tt5839454,6.8,5297
tt5847454,6.9,3638
tt5848216,7.9,3854
tt5848272,7.1,104036
tt5849950,7.7,4192
tt5851616,8.8,5406
tt5853176,8.3,16079
tt5859238,7.3,15591
tt5862166,4.6,3231
tt5862312,6.2,30528
tt5863126,8.5,5137
tt5865326,6.3,11302
tt5867800,8.7,8753
tt5870994,7.1,4203
tt5870996,7.2,4086
tt5870998,7.3,3751
tt5871080,7.5,6599
tt5873098,6.7,3586
tt5878604,9.5,3100
tt5880946,9.6,3273
tt5882970,4,12881
tt5883570,7.1,4038
tt5884052,6.7,101121
tt5884230,6.5,14028
tt5884234,4.9,8521
tt5884346,7.4,4071
tt5884784,6,11535
tt5884792,6.7,7756
tt5886046,6.3,57837
tt5886440,6.6,18080
tt5886510,7.1,8176
tt5888594,6.8,3234
tt5890578,7.9,3625
tt5893264,5.7,4205
tt5893332,5.1,12581
tt5895028,8.2,20564
tt5897304,8.5,7802
tt5897636,7.2,4988
tt5897920,8.6,3194
tt5900600,7.8,4450
tt5902120,8.5,4736
tt5905354,7.8,8821
tt5906392,8.2,3089
tt5909930,7.2,10525
tt5910280,6.9,5798
tt5910350,5.7,3608
tt5912064,8,4540
tt5912454,7.3,11115
tt5913798,4.1,5081
tt5915290,8.4,3172
tt5916824,9.5,3523
tt5918074,7.5,3118
tt5923012,6.8,4071
tt5923962,7.2,9617
tt5924366,7.6,119351
tt5924572,7.8,8610
tt5927352,5.5,3678
tt5929750,6,8227
tt5929754,6.9,17287
tt5929776,8.3,24199
tt5931646,8.3,4766
tt5931648,8.2,3906
tt5931652,8.7,3938
tt5931656,9.1,3864
tt5932548,6.6,9151
tt5932728,7.3,18725
tt5934922,6.2,5504
tt5935704,7,24461
tt5936448,6.6,5165
tt5937294,8.3,3429
